,age_group,sex,ethnicity,region,class
33007,C02A,C04B,C12A,C13C,N
33008,C02C,C04A,C12A,C13B,N
33009,C02C,C04A,C12A,C13H,N
33010,C02C,C04A,C12A,C13K,N
33011,C02C,C04B,C12A,C13J,Y
33012,C02C,C04B,C12A,C13I,N
33013,C02D,C04B,C12B,C13C,N
33014,C02C,C04B,C12D,C13H,N
33015,C02D,C04B,C12A,C13B,N
33016,C02C,C04A,C12D,C13C,Y
33017,C02D,C04B,C12A,C13L,N
33018,C02D,C04B,C12A,C13H,N
33019,C02C,C04A,C12A,C13I,N
33020,C02B,C04B,C12A,C13B,N
33021,C02C,C04A,C12A,C13J,N
33022,C02A,C04B,C12A,C13G,Y
33023,C02B,C04B,C12A,C13H,N
33024,C02A,C04A,C12A,C13H,N
33025,C02B,C04B,C12A,C13B,N
33026,C02D,C04A,C12A,C13K,N
33027,C02C,C04B,C12A,C13B,N
33028,C02A,C04B,C12A,C13D,N
33029,C02B,C04B,C12A,C13E,N
33030,C02C,C04B,C12A,C13A,N
33031,C02B,C04B,C12A,C13G,N
33032,C02A,C04A,C12A,C13C,N
33033,C02D,C04B,C12A,C13H,N
33034,C02A,C04A,C12A,C13A,N
33035,C02B,C04A,C12A,C13H,N
33036,C02D,C04B,C12A,C13B,N
33037,C02C,C04B,C12A,C13J,N
33038,C02D,C04A,C12A,C13E,N
33039,C02C,C04B,C12D,C13B,N
33040,C02C,C04B,C12C,C13L,Y
33041,C02B,C04B,C12A,C13H,N
33042,C02C,C04B,C12D,C13B,N
33043,C02D,C04A,C12A,C13H,N
33044,C02B,C04B,C12D,C13D,N
33045,C02C,C04B,C12D,C13E,N
33046,C02A,C04A,C12A,C13D,N
33047,C02C,C04B,C12C,C13K,N
33048,C02D,C04A,C12D,C13G,N
33049,C02C,C04A,C12A,C13J,N
33050,C02A,C04B,C12A,C13J,N
33051,C02B,C04A,C12D,C13B,N
33052,C02B,C04B,C12A,C13J,Y
33053,C02C,C04A,C12A,C13B,N
33054,C02B,C04A,C12B,C13B,N
33055,C02B,C04A,C12A,C13J,N
33056,C02C,C04B,C12A,C13B,Y
33057,C02A,C04A,C12D,C13E,N
33058,C02B,C04A,C12A,C13J,N
33059,C02B,C04A,C12A,C13B,N
33060,C02B,C04A,C12A,C13B,N
33061,C02C,C04A,C12A,C13C,Y
33062,C02B,C04A,C12A,C13J,N
33063,C02D,C04B,C12B,C13H,Y
33064,C02C,C04A,C12A,C13F,N
33065,C02A,C04B,C12A,C13A,N
33066,C02B,C04B,C12A,C13E,N
33067,C02C,C04B,C12B,C13B,N
33068,C02B,C04A,C12A,C13K,Y
33069,C02B,C04B,C12A,C13B,Y
33070,C02C,C04B,C12A,C13E,N
33071,C02A,C04A,C12B,C13J,N
33072,C02D,C04A,C12B,C13H,N
33073,C02A,C04B,C12A,C13A,N
33074,C02C,C04B,C12A,C13L,N
33075,C02B,C04B,C12B,C13B,N
33076,C02D,C04B,C12A,C13H,N
33077,C02B,C04A,C12A,C13J,N
33078,C02A,C04A,C12A,C13B,N
33079,C02B,C04A,C12A,C13B,N
33080,C02B,C04A,C12A,C13B,N
33081,C02C,C04A,C12A,C13B,Y
33082,C02A,C04B,C12A,C13C,N
33083,C02B,C04B,C12A,C13J,N
33084,C02C,C04A,C12A,C13J,Y
33085,C02C,C04A,C12B,C13A,N
33086,C02C,C04A,C12A,C13B,N
33087,C02B,C04B,C12D,C13K,N
33088,C02C,C04B,C12A,C13J,N
33089,C02B,C04B,C12D,C13H,N
33090,C02C,C04B,C12A,C13B,N
33091,C02B,C04B,C12A,C13K,N
33092,C02B,C04B,C12A,C13L,Y
33093,C02C,C04B,C12A,C13I,N
33094,C02B,C04A,C12A,C13B,N
33095,C02C,C04A,C12A,C13B,N
33096,C02D,C04A,C12A,C13H,Y
33097,C02A,C04B,C12A,C13G,N
33098,C02B,C04B,C12C,C13K,N
33099,C02D,C04B,C12A,C13A,N
33100,C02A,C04B,C12A,C13G,N
33101,C02D,C04A,C12A,C13K,N
33102,C02A,C04B,C12B,C13J,N
33103,C02A,C04A,C12A,C13G,N
33104,C02B,C04B,C12A,C13I,N
33105,C02D,C04A,C12A,C13I,N
33106,C02C,C04B,C12A,C13H,Y
33107,C02A,C04A,C12A,C13D,N
33108,C02C,C04B,C12A,C13B,N
33109,C02B,C04B,C12A,C13G,Y
33110,C02A,C04A,C12C,C13H,N
33111,C02C,C04A,C12A,C13B,N
33112,C02C,C04A,C12A,C13J,N
33113,C02C,C04A,C12B,C13I,Y
33114,C02C,C04B,C12A,C13B,N
33115,C02C,C04A,C12D,C13C,N
33116,C02C,C04B,C12A,C13D,N
33117,C02D,C04B,C12D,C13B,N
33118,C02B,C04B,C12A,C13J,N
33119,C02A,C04B,C12B,C13J,Y
33120,C02D,C04B,C12A,C13B,N
33121,C02B,C04A,C12A,C13B,N
33122,C02A,C04B,C12A,C13B,N
33123,C02B,C04A,C12B,C13I,N
33124,C02A,C04A,C12A,C13F,N
33125,C02C,C04A,C12A,C13D,N
33126,C02B,C04A,C12A,C13K,N
33127,C02B,C04B,C12D,C13J,N
33128,C02B,C04A,C12D,C13D,N
33129,C02B,C04A,C12B,C13A,N
33130,C02B,C04B,C12A,C13C,N
33131,C02C,C04B,C12A,C13G,N
33132,C02B,C04A,C12A,C13D,N
33133,C02A,C04B,C12D,C13D,N
33134,C02C,C04B,C12A,C13J,N
33135,C02B,C04A,C12B,C13C,N
33136,C02C,C04B,C12A,C13G,N
33137,C02B,C04A,C12B,C13A,N
33138,C02B,C04A,C12A,C13D,N
33139,C02D,C04B,C12C,C13B,N
33140,C02A,C04B,C12A,C13B,N
33141,C02A,C04A,C12A,C13J,N
33142,C02A,C04A,C12A,C13B,N
33143,C02D,C04B,C12A,C13F,N
33144,C02A,C04B,C12A,C13B,N
33145,C02A,C04A,C12A,C13H,N
33146,C02B,C04A,C12A,C13H,N
33147,C02A,C04B,C12A,C13C,N
33148,C02D,C04B,C12B,C13B,N
33149,C02B,C04B,C12A,C13H,N
33150,C02D,C04A,C12A,C13G,N
33151,C02C,C04B,C12C,C13I,N
33152,C02C,C04A,C12A,C13J,N
33153,C02A,C04A,C12A,C13H,N
33154,C02D,C04A,C12A,C13L,N
33155,C02C,C04A,C12A,C13B,N
33156,C02C,C04A,C12D,C13J,N
33157,C02D,C04B,C12A,C13F,N
33158,C02D,C04B,C12A,C13H,Y
33159,C02B,C04B,C12A,C13D,N
33160,C02C,C04A,C12A,C13B,N
33161,C02C,C04A,C12B,C13J,N
33162,C02B,C04A,C12A,C13B,Y
33163,C02B,C04B,C12A,C13J,N
33164,C02C,C04A,C12A,C13B,Y
33165,C02A,C04B,C12D,C13H,N
33166,C02D,C04A,C12A,C13H,N
33167,C02A,C04B,C12A,C13A,N
33168,C02B,C04A,C12A,C13K,N
33169,C02A,C04B,C12A,C13D,N
33170,C02A,C04B,C12A,C13E,N
33171,C02B,C04B,C12A,C13E,N
33172,C02A,C04B,C12A,C13B,N
33173,C02B,C04A,C12A,C13B,N
33174,C02C,C04B,C12B,C13B,N
33175,C02B,C04B,C12A,C13B,N
33176,C02A,C04A,C12D,C13K,N
33177,C02C,C04A,C12A,C13L,N
33178,C02B,C04B,C12A,C13J,N
33179,C02C,C04B,C12A,C13B,N
33180,C02C,C04A,C12D,C13B,N
33181,C02B,C04A,C12A,C13B,N
33182,C02D,C04A,C12B,C13G,Y
33183,C02C,C04B,C12A,C13H,N
33184,C02C,C04B,C12B,C13D,N
33185,C02C,C04B,C12A,C13K,N
33186,C02C,C04A,C12A,C13B,N
33187,C02B,C04A,C12A,C13J,N
33188,C02C,C04B,C12A,C13B,N
33189,C02B,C04B,C12A,C13B,N
33190,C02B,C04A,C12B,C13B,N
33191,C02C,C04B,C12D,C13J,N
33192,C02D,C04B,C12A,C13C,Y
33193,C02C,C04A,C12A,C13C,N
33194,C02C,C04A,C12D,C13B,N
33195,C02D,C04A,C12A,C13J,N
33196,C02A,C04A,C12B,C13I,N
33197,C02B,C04B,C12A,C13K,N
33198,C02B,C04A,C12A,C13K,N
33199,C02C,C04A,C12A,C13J,N
33200,C02A,C04B,C12A,C13B,N
33201,C02B,C04B,C12A,C13B,N
33202,C02A,C04B,C12A,C13B,N
33203,C02B,C04B,C12C,C13F,Y
33204,C02D,C04A,C12A,C13C,N
33205,C02C,C04A,C12B,C13J,N
33206,C02B,C04A,C12A,C13B,N
33207,C02D,C04A,C12A,C13B,N
33208,C02B,C04A,C12B,C13B,N
33209,C02C,C04A,C12A,C13B,N
33210,C02B,C04A,C12A,C13A,N
33211,C02C,C04A,C12A,C13B,N
33212,C02C,C04B,C12A,C13B,N
33213,C02B,C04B,C12A,C13B,N
33214,C02A,C04B,C12A,C13B,N
33215,C02C,C04B,C12A,C13C,N
33216,C02B,C04A,C12D,C13J,N
33217,C02C,C04A,C12A,C13B,N
33218,C02A,C04B,C12A,C13B,Y
33219,C02D,C04A,C12A,C13B,N
33220,C02B,C04B,C12B,C13G,N
33221,C02C,C04A,C12A,C13H,N
33222,C02A,C04A,C12A,C13G,N
33223,C02A,C04B,C12A,C13J,Y
33224,C02B,C04A,C12D,C13B,N
33225,C02C,C04A,C12A,C13H,N
33226,C02A,C04A,C12A,C13B,N
33227,C02A,C04A,C12A,C13B,N
33228,C02B,C04A,C12A,C13I,N
33229,C02C,C04A,C12A,C13B,N
33230,C02A,C04B,C12B,C13B,N
33231,C02A,C04B,C12A,C13K,Y
33232,C02A,C04B,C12A,C13A,N
33233,C02C,C04B,C12A,C13B,N
33234,C02A,C04B,C12D,C13D,N
33235,C02D,C04A,C12A,C13A,N
33236,C02A,C04A,C12A,C13J,Y
33237,C02A,C04A,C12D,C13E,Y
33238,C02B,C04A,C12C,C13B,N
33239,C02B,C04B,C12A,C13H,N
33240,C02D,C04A,C12D,C13D,N
33241,C02A,C04B,C12D,C13K,N
33242,C02C,C04A,C12A,C13A,N
33243,C02A,C04A,C12C,C13D,N
33244,C02D,C04A,C12A,C13B,N
33245,C02B,C04A,C12D,C13A,N
33246,C02A,C04A,C12A,C13A,N
33247,C02C,C04B,C12A,C13F,N
33248,C02B,C04B,C12A,C13K,N
33249,C02A,C04B,C12A,C13B,N
33250,C02B,C04A,C12B,C13G,N
33251,C02B,C04B,C12A,C13B,N
33252,C02C,C04B,C12A,C13B,N
33253,C02D,C04A,C12A,C13L,N
33254,C02D,C04B,C12A,C13E,Y
33255,C02B,C04B,C12A,C13B,Y
33256,C02D,C04A,C12A,C13L,N
33257,C02B,C04B,C12D,C13B,N
33258,C02A,C04B,C12A,C13B,N
33259,C02B,C04B,C12A,C13D,N
33260,C02B,C04A,C12A,C13J,N
33261,C02D,C04B,C12B,C13G,N
33262,C02B,C04B,C12D,C13E,N
33263,C02B,C04B,C12D,C13J,N
33264,C02D,C04B,C12A,C13E,Y
33265,C02B,C04B,C12A,C13E,N
33266,C02C,C04A,C12A,C13G,N
33267,C02C,C04A,C12A,C13E,N
33268,C02C,C04A,C12A,C13C,N
33269,C02B,C04A,C12A,C13B,N
33270,C02C,C04B,C12D,C13K,N
33271,C02D,C04B,C12A,C13C,N
33272,C02B,C04A,C12A,C13D,N
33273,C02D,C04A,C12A,C13G,N
33274,C02C,C04A,C12A,C13G,N
33275,C02C,C04A,C12A,C13D,Y
33276,C02D,C04B,C12A,C13L,N
33277,C02D,C04B,C12C,C13B,Y
33278,C02B,C04A,C12A,C13B,N
33279,C02B,C04B,C12A,C13C,N
33280,C02C,C04A,C12B,C13B,Y
33281,C02A,C04A,C12B,C13B,Y
33282,C02C,C04A,C12B,C13C,N
33283,C02C,C04A,C12C,C13J,N
33284,C02B,C04A,C12A,C13H,N
33285,C02D,C04B,C12A,C13H,Y
33286,C02C,C04A,C12A,C13D,N
33287,C02C,C04B,C12D,C13C,N
33288,C02B,C04A,C12A,C13E,N
33289,C02B,C04A,C12A,C13I,N
33290,C02C,C04A,C12A,C13I,N
33291,C02B,C04A,C12D,C13B,Y
33292,C02B,C04B,C12A,C13B,N
33293,C02C,C04B,C12B,C13H,N
33294,C02B,C04A,C12A,C13E,N
33295,C02A,C04B,C12B,C13B,Y
33296,C02A,C04A,C12A,C13B,Y
33297,C02B,C04A,C12D,C13G,N
33298,C02D,C04A,C12A,C13C,N
33299,C02C,C04A,C12A,C13H,N
33300,C02D,C04B,C12A,C13J,Y
33301,C02D,C04B,C12A,C13F,N
33302,C02B,C04A,C12A,C13H,N
33303,C02B,C04B,C12A,C13G,N
33304,C02D,C04B,C12A,C13L,N
33305,C02A,C04A,C12A,C13B,N
33306,C02B,C04A,C12D,C13C,N
33307,C02D,C04A,C12A,C13G,N
33308,C02D,C04B,C12A,C13B,N
33309,C02C,C04A,C12A,C13K,N
33310,C02B,C04A,C12A,C13C,N
33311,C02B,C04A,C12A,C13B,N
33312,C02D,C04A,C12A,C13B,N
33313,C02B,C04A,C12D,C13G,N
33314,C02B,C04B,C12B,C13C,N
33315,C02B,C04A,C12A,C13F,N
33316,C02C,C04B,C12D,C13B,Y
33317,C02D,C04A,C12C,C13K,N
33318,C02B,C04B,C12D,C13B,N
33319,C02B,C04B,C12A,C13B,Y
33320,C02C,C04A,C12A,C13F,N
33321,C02A,C04A,C12A,C13C,N
33322,C02B,C04A,C12A,C13I,Y
33323,C02C,C04B,C12A,C13F,N
33324,C02D,C04A,C12A,C13B,N
33325,C02B,C04A,C12A,C13B,N
33326,C02D,C04A,C12B,C13D,N
33327,C02A,C04A,C12A,C13E,N
33328,C02C,C04B,C12D,C13C,N
33329,C02A,C04A,C12A,C13D,N
33330,C02D,C04A,C12A,C13B,N
33331,C02D,C04B,C12A,C13H,N
33332,C02C,C04B,C12B,C13B,Y
33333,C02B,C04A,C12B,C13H,N
33334,C02D,C04A,C12A,C13J,N
33335,C02C,C04A,C12A,C13C,N
33336,C02C,C04B,C12A,C13J,N
33337,C02C,C04A,C12B,C13D,N
33338,C02B,C04B,C12A,C13L,N
33339,C02C,C04B,C12A,C13B,N
33340,C02B,C04B,C12A,C13H,N
33341,C02B,C04B,C12A,C13B,N
33342,C02C,C04A,C12A,C13H,N
33343,C02A,C04A,C12D,C13B,Y
33344,C02C,C04A,C12B,C13J,N
33345,C02A,C04B,C12A,C13G,N
33346,C02D,C04A,C12B,C13B,N
33347,C02D,C04A,C12C,C13J,N
33348,C02B,C04A,C12A,C13D,N
33349,C02C,C04A,C12A,C13B,N
33350,C02C,C04A,C12A,C13H,N
33351,C02B,C04A,C12A,C13B,N
33352,C02C,C04A,C12A,C13B,N
33353,C02B,C04B,C12A,C13J,N
33354,C02A,C04A,C12A,C13G,N
33355,C02B,C04A,C12A,C13I,N
33356,C02B,C04A,C12A,C13E,N
33357,C02C,C04A,C12D,C13B,N
33358,C02B,C04B,C12A,C13B,N
33359,C02C,C04A,C12A,C13G,N
33360,C02C,C04A,C12A,C13H,Y
33361,C02D,C04A,C12A,C13L,N
33362,C02B,C04B,C12B,C13C,N
33363,C02B,C04B,C12A,C13D,N
33364,C02D,C04A,C12A,C13F,N
33365,C02D,C04A,C12A,C13B,Y
33366,C02A,C04A,C12C,C13B,N
33367,C02B,C04A,C12A,C13B,N
33368,C02B,C04B,C12D,C13J,N
33369,C02B,C04A,C12A,C13J,N
33370,C02C,C04B,C12A,C13B,N
33371,C02B,C04A,C12D,C13B,N
33372,C02D,C04B,C12A,C13J,N
33373,C02B,C04A,C12A,C13H,N
33374,C02D,C04B,C12A,C13G,N
33375,C02B,C04A,C12A,C13B,N
33376,C02A,C04A,C12B,C13B,N
33377,C02C,C04B,C12B,C13B,N
33378,C02B,C04B,C12A,C13K,N
33379,C02C,C04B,C12A,C13H,N
33380,C02B,C04B,C12A,C13B,Y
33381,C02B,C04A,C12A,C13H,N
33382,C02A,C04A,C12A,C13J,N
33383,C02C,C04B,C12D,C13B,N
33384,C02B,C04B,C12D,C13J,N
33385,C02B,C04A,C12D,C13C,N
33386,C02B,C04B,C12D,C13B,N
33387,C02D,C04A,C12A,C13C,N
33388,C02B,C04B,C12A,C13B,N
33389,C02C,C04A,C12B,C13G,N
33390,C02B,C04B,C12A,C13I,N
33391,C02A,C04B,C12A,C13B,N
33392,C02C,C04B,C12D,C13B,Y
33393,C02B,C04A,C12D,C13L,N
33394,C02D,C04A,C12A,C13B,N
33395,C02B,C04B,C12A,C13E,Y
33396,C02C,C04A,C12D,C13B,N
33397,C02B,C04B,C12A,C13D,N
33398,C02D,C04B,C12A,C13H,N
33399,C02A,C04A,C12A,C13G,N
33400,C02C,C04A,C12D,C13J,N
33401,C02D,C04B,C12A,C13J,N
33402,C02D,C04B,C12B,C13F,N
33403,C02B,C04A,C12A,C13B,N
33404,C02B,C04A,C12A,C13K,N
33405,C02C,C04B,C12A,C13D,N
33406,C02C,C04A,C12A,C13B,N
33407,C02B,C04B,C12A,C13H,N
33408,C02D,C04B,C12A,C13K,N
33409,C02B,C04A,C12A,C13B,N
33410,C02A,C04A,C12A,C13B,N
33411,C02C,C04A,C12A,C13F,N
33412,C02B,C04B,C12A,C13A,N
33413,C02C,C04B,C12A,C13J,N
33414,C02B,C04A,C12A,C13G,N
33415,C02C,C04A,C12A,C13H,N
33416,C02A,C04B,C12A,C13H,N
33417,C02B,C04B,C12A,C13B,Y
33418,C02B,C04B,C12A,C13D,N
33419,C02B,C04A,C12D,C13E,N
33420,C02C,C04A,C12A,C13H,N
33421,C02C,C04B,C12A,C13J,N
33422,C02C,C04B,C12C,C13C,N
33423,C02B,C04B,C12A,C13B,N
33424,C02A,C04B,C12A,C13B,N
33425,C02B,C04A,C12A,C13E,N
33426,C02B,C04A,C12A,C13B,N
33427,C02A,C04B,C12A,C13J,N
33428,C02B,C04B,C12A,C13E,N
33429,C02A,C04B,C12D,C13B,N
33430,C02A,C04A,C12A,C13H,N
33431,C02C,C04A,C12A,C13J,N
33432,C02D,C04A,C12A,C13L,N
33433,C02D,C04B,C12A,C13A,N
33434,C02C,C04A,C12D,C13D,N
33435,C02C,C04B,C12A,C13D,N
33436,C02D,C04A,C12A,C13B,N
33437,C02B,C04B,C12A,C13J,N
33438,C02B,C04A,C12B,C13D,Y
33439,C02B,C04B,C12A,C13D,N
33440,C02C,C04B,C12A,C13B,N
33441,C02C,C04A,C12C,C13L,N
33442,C02D,C04A,C12A,C13H,N
33443,C02B,C04A,C12A,C13B,N
33444,C02B,C04B,C12A,C13H,N
33445,C02A,C04A,C12B,C13H,N
33446,C02B,C04B,C12D,C13G,N
33447,C02A,C04B,C12B,C13H,N
33448,C02B,C04B,C12A,C13I,N
33449,C02C,C04B,C12A,C13B,N
33450,C02B,C04B,C12A,C13L,N
33451,C02B,C04A,C12D,C13B,Y
33452,C02B,C04B,C12A,C13C,N
33453,C02C,C04A,C12B,C13B,N
33454,C02A,C04B,C12B,C13J,Y
33455,C02D,C04A,C12A,C13F,N
33456,C02C,C04A,C12A,C13G,N
33457,C02D,C04A,C12D,C13B,N
33458,C02C,C04A,C12A,C13F,N
33459,C02D,C04B,C12A,C13B,N
33460,C02C,C04B,C12D,C13B,Y
33461,C02C,C04A,C12A,C13J,N
33462,C02C,C04A,C12A,C13E,N
33463,C02A,C04B,C12A,C13I,N
33464,C02C,C04B,C12A,C13J,N
33465,C02D,C04B,C12D,C13B,N
33466,C02A,C04A,C12A,C13E,N
33467,C02B,C04A,C12A,C13G,N
33468,C02C,C04A,C12A,C13B,N
33469,C02B,C04A,C12B,C13J,Y
33470,C02B,C04B,C12A,C13J,Y
33471,C02B,C04B,C12D,C13H,N
33472,C02B,C04A,C12A,C13K,N
33473,C02B,C04B,C12A,C13B,N
33474,C02B,C04B,C12A,C13E,N
33475,C02A,C04B,C12A,C13C,N
33476,C02B,C04A,C12B,C13C,Y
33477,C02D,C04B,C12A,C13B,N
33478,C02D,C04A,C12B,C13B,N
33479,C02A,C04A,C12A,C13C,N
33480,C02B,C04A,C12C,C13B,N
33481,C02B,C04A,C12A,C13K,Y
33482,C02D,C04A,C12A,C13G,Y
33483,C02B,C04A,C12A,C13B,N
33484,C02D,C04A,C12A,C13B,N
33485,C02A,C04B,C12A,C13J,N
33486,C02B,C04B,C12A,C13B,Y
33487,C02C,C04A,C12A,C13D,N
33488,C02A,C04A,C12A,C13G,N
33489,C02D,C04B,C12A,C13J,N
33490,C02C,C04B,C12D,C13H,N
33491,C02C,C04A,C12A,C13G,N
33492,C02D,C04A,C12A,C13B,N
33493,C02C,C04B,C12A,C13J,Y
33494,C02B,C04B,C12B,C13I,N
33495,C02A,C04B,C12A,C13J,N
33496,C02A,C04A,C12D,C13H,N
33497,C02D,C04A,C12A,C13B,N
33498,C02B,C04A,C12C,C13J,N
33499,C02C,C04B,C12A,C13B,N
33500,C02B,C04B,C12A,C13C,N
33501,C02B,C04A,C12A,C13B,N
33502,C02D,C04B,C12B,C13B,N
33503,C02D,C04A,C12B,C13K,N
33504,C02C,C04B,C12A,C13D,N
33505,C02A,C04B,C12D,C13H,Y
33506,C02C,C04B,C12A,C13A,N
33507,C02C,C04A,C12A,C13D,N
33508,C02D,C04B,C12A,C13A,N
33509,C02D,C04A,C12B,C13K,N
33510,C02A,C04A,C12A,C13J,Y
33511,C02A,C04B,C12A,C13B,N
33512,C02B,C04B,C12A,C13B,Y
33513,C02C,C04A,C12A,C13B,N
33514,C02B,C04A,C12C,C13C,Y
33515,C02A,C04A,C12A,C13J,Y
33516,C02A,C04B,C12A,C13B,Y
33517,C02A,C04A,C12A,C13K,N
33518,C02B,C04A,C12D,C13H,N
33519,C02D,C04A,C12A,C13C,N
33520,C02B,C04A,C12A,C13H,Y
33521,C02A,C04B,C12A,C13H,Y
33522,C02B,C04B,C12A,C13G,N
33523,C02C,C04A,C12A,C13E,N
33524,C02A,C04A,C12D,C13J,N
33525,C02D,C04A,C12A,C13G,N
33526,C02B,C04B,C12A,C13G,N
33527,C02D,C04B,C12A,C13D,N
33528,C02A,C04A,C12A,C13J,Y
33529,C02C,C04A,C12A,C13H,N
33530,C02A,C04A,C12A,C13D,N
33531,C02C,C04B,C12D,C13H,N
33532,C02B,C04A,C12A,C13B,Y
33533,C02B,C04A,C12A,C13B,N
33534,C02A,C04A,C12B,C13A,Y
33535,C02D,C04B,C12A,C13J,N
33536,C02C,C04A,C12A,C13F,N
33537,C02D,C04B,C12A,C13J,N
33538,C02B,C04B,C12A,C13H,N
33539,C02D,C04B,C12D,C13I,N
33540,C02A,C04A,C12D,C13D,N
33541,C02B,C04A,C12A,C13B,N
33542,C02B,C04A,C12D,C13K,N
33543,C02A,C04A,C12A,C13B,Y
33544,C02B,C04A,C12A,C13D,N
33545,C02D,C04B,C12A,C13G,N
33546,C02D,C04B,C12D,C13B,N
33547,C02D,C04A,C12D,C13A,Y
33548,C02B,C04A,C12A,C13B,N
33549,C02A,C04B,C12A,C13K,Y
33550,C02B,C04A,C12A,C13B,Y
33551,C02D,C04B,C12A,C13B,N
33552,C02C,C04B,C12B,C13B,N
33553,C02C,C04A,C12B,C13J,N
33554,C02D,C04A,C12A,C13F,N
33555,C02A,C04B,C12A,C13B,N
33556,C02B,C04B,C12A,C13B,N
33557,C02D,C04B,C12A,C13I,N
33558,C02B,C04B,C12A,C13B,N
33559,C02C,C04B,C12B,C13C,Y
33560,C02B,C04B,C12B,C13B,N
33561,C02A,C04A,C12A,C13G,N
33562,C02D,C04A,C12A,C13B,Y
33563,C02A,C04A,C12A,C13B,N
33564,C02A,C04A,C12A,C13A,N
33565,C02C,C04B,C12A,C13G,N
33566,C02B,C04B,C12A,C13C,N
33567,C02B,C04A,C12A,C13B,N
33568,C02C,C04A,C12A,C13J,Y
33569,C02C,C04B,C12A,C13J,N
33570,C02C,C04B,C12A,C13B,N
33571,C02B,C04B,C12A,C13E,N
33572,C02A,C04B,C12A,C13B,N
33573,C02B,C04A,C12A,C13J,N
33574,C02C,C04A,C12B,C13E,N
33575,C02C,C04A,C12D,C13J,N
33576,C02D,C04A,C12A,C13F,N
33577,C02C,C04A,C12A,C13B,N
33578,C02D,C04B,C12A,C13J,N
33579,C02B,C04A,C12A,C13G,N
33580,C02D,C04B,C12A,C13D,N
33581,C02A,C04B,C12A,C13B,N
33582,C02D,C04B,C12A,C13H,Y
33583,C02C,C04A,C12A,C13D,N
33584,C02B,C04B,C12D,C13F,N
33585,C02B,C04B,C12A,C13B,Y
33586,C02D,C04A,C12A,C13L,Y
33587,C02B,C04B,C12A,C13B,N
33588,C02D,C04A,C12A,C13E,N
33589,C02C,C04A,C12B,C13F,Y
33590,C02C,C04A,C12A,C13B,N
33591,C02C,C04B,C12D,C13H,Y
33592,C02B,C04B,C12C,C13B,Y
33593,C02B,C04B,C12B,C13H,N
33594,C02A,C04B,C12A,C13K,Y
33595,C02A,C04A,C12A,C13F,N
33596,C02A,C04A,C12A,C13L,N
33597,C02A,C04B,C12A,C13B,N
33598,C02C,C04B,C12D,C13A,N
33599,C02C,C04A,C12A,C13J,N
33600,C02D,C04A,C12A,C13G,N
33601,C02D,C04B,C12D,C13H,N
33602,C02C,C04A,C12A,C13K,N
33603,C02B,C04B,C12A,C13B,N
33604,C02C,C04A,C12A,C13B,N
33605,C02C,C04B,C12D,C13H,Y
33606,C02D,C04B,C12B,C13B,Y
33607,C02C,C04B,C12B,C13E,N
33608,C02D,C04A,C12A,C13L,N
33609,C02C,C04A,C12A,C13B,Y
33610,C02B,C04B,C12B,C13E,Y
33611,C02B,C04A,C12A,C13K,N
33612,C02D,C04A,C12A,C13E,N
33613,C02C,C04B,C12A,C13D,N
33614,C02D,C04B,C12A,C13H,N
33615,C02C,C04A,C12A,C13H,N
33616,C02C,C04B,C12A,C13B,N
33617,C02D,C04A,C12A,C13E,Y
33618,C02A,C04B,C12A,C13J,N
33619,C02B,C04A,C12D,C13B,N
33620,C02B,C04A,C12A,C13B,N
33621,C02A,C04A,C12C,C13B,Y
33622,C02B,C04A,C12A,C13B,N
33623,C02C,C04A,C12A,C13K,N
33624,C02A,C04A,C12A,C13B,Y
33625,C02D,C04A,C12A,C13B,N
33626,C02C,C04B,C12C,C13F,N
33627,C02C,C04A,C12B,C13B,N
33628,C02C,C04A,C12A,C13C,N
33629,C02A,C04A,C12B,C13D,N
33630,C02C,C04A,C12A,C13I,N
33631,C02B,C04B,C12A,C13H,Y
33632,C02B,C04B,C12A,C13F,N
33633,C02B,C04B,C12A,C13H,N
33634,C02A,C04B,C12A,C13B,Y
33635,C02C,C04B,C12A,C13J,Y
33636,C02A,C04B,C12D,C13B,N
33637,C02C,C04A,C12A,C13J,N
33638,C02A,C04A,C12A,C13B,Y
33639,C02B,C04B,C12A,C13B,N
33640,C02A,C04A,C12A,C13H,N
33641,C02C,C04B,C12A,C13C,N
33642,C02B,C04B,C12D,C13B,N
33643,C02D,C04B,C12D,C13H,N
33644,C02A,C04B,C12A,C13A,N
33645,C02B,C04B,C12A,C13L,N
33646,C02B,C04B,C12D,C13B,N
33647,C02C,C04B,C12A,C13H,N
33648,C02C,C04A,C12A,C13B,Y
33649,C02C,C04A,C12A,C13A,N
33650,C02C,C04B,C12A,C13B,N
33651,C02C,C04A,C12B,C13D,Y
33652,C02C,C04A,C12A,C13B,N
33653,C02B,C04B,C12A,C13J,N
33654,C02D,C04A,C12A,C13H,N
33655,C02D,C04B,C12A,C13L,N
33656,C02B,C04B,C12B,C13D,N
33657,C02D,C04B,C12A,C13G,N
33658,C02C,C04A,C12A,C13J,N
33659,C02C,C04A,C12A,C13B,N
33660,C02A,C04B,C12A,C13E,N
33661,C02C,C04A,C12A,C13J,N
33662,C02C,C04B,C12A,C13B,N
33663,C02C,C04A,C12B,C13K,N
33664,C02B,C04B,C12A,C13F,N
33665,C02D,C04A,C12A,C13H,N
33666,C02B,C04A,C12B,C13B,N
33667,C02B,C04A,C12A,C13B,N
